,issn,file.name,first.doi.x,journal.name.x,num.authors,year.x,intro.type,discussion.type,relevance,sentence,epub,Full.title,Title20,Category_name,,Approach
12831,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Conversely, replication of the other APMVs was mostly detected the in trachea of chicks, and the virus titers were moderate.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12832,NA,PMC3338750.nxml,10.1371/journal.pone.0035935,PLoS One,3,2012,None,Section title,,DiscussionIn this work we investigated the impact of DosR regulon expression on replicating M.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12833,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,,The –_B124-14 replication and regulation module also encodes recombination proteins (ORF4) and phage antirepressors (ORF63 and 67) (Table S2; Figure 2).,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12834,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," For example, replication of APMV-1 strain BC was low in ducks compared to its efficient replication chickens, although APMV-1 has shown to infect waterfowls, such as geese and Muscovy and Pekin ducks [40]_„_[42].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12835,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," However, we detected replication of APMV-4 in trachea and lungs of infected ducks, indicating its preference to ducks from which this strain had been isolated.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12836,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,, This suggests a low level of virus replication in chickens.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12837,NA,PMC3340357.nxml,10.1371/journal.pone.0036277,PLoS One,4,2012,None,Section title,," After microinjection of the wMelPop strain Wolbachia into adult female Anopheles mosquitoes, the bacteria was noticeably absent from the ovarian tissue, despite dissemination to and replication in numerous other host tissues [10].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12838,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Likewise, it was unclear at what stage or stages of the viral replication cycle these molecules may influence HCV.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12839,NA,PMC3338850.nxml,10.1371/journal.pone.0036012,PLoS One,6,2012,None,Section title,,Each cell line used in this study presented differences in morphology and biological properties that possibly affected bacterial invasion and replication.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
21357,NA,PMC4312079.nxml,10.7717/peerj.733,PeerJ,2,2015,None,PubMed DTD,?," (2013) for JPSP, do _„ñnot replicate_„ù and that _„ñclearly, more data is needed.",2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12841,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Each of the APMV serotypes replicated to low-to-moderate titers in the trachea of chickens, with APMV-3 having the highest titers.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12842,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,, More work is needed to find out by which mechanisms BAs facilitate HCV RNA-replication.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
21329,NA,PMC4314087.nxml,10.7717/peerj.736,PeerJ,3,2015,None,PubMed DTD,?, Such an approach would provide more data and valuable replicates to aid in establishing concrete patterns in the effects of urbanization on habitat fragmentation and the role that prairie dogs play in these altered rangeland systems.,2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12844,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Among APMV types 2_„_9, only APMV3 replicated systemically and was neuroinvasive and neurotropic, although not neurovirulent.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12845,NA,PMC3338750.nxml,10.1371/journal.pone.0035935,PLoS One,3,2012,None,Section title,," Over a period of several days, these cultures replicated with nearly identical kinetics and displayed no differences as they entered stationary phase.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12846,NA,PMC3340366.nxml,10.1371/journal.pone.0035327,PLoS One,6,2012,None,Section title,," To assess the suitability of this classifier, we used the _„ñGM12878 - replicate 1_„_ dataset from the ENCODE consortium [32] and processed it as described in [sec:mm:validation]the validation subsection of the methods section.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12847,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,," The majority of ORFs with an assigned function encode proteins with predicted roles in DNA replication and regulation, with the remainder predicted to encode functions related to capsid structure, packaging, and host lysis (Table S2; Figure 2A).",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12848,NA,PMC3338688.nxml,10.1371/journal.pone.0036216,PLoS One,3,2012,None,Section title,,"Due to the aggressive replication and lytic nature of HSV-1 infection, it is unlikely that prophylactic SFN would protect against fatal herpes encephalitis in the absence of antiviral therapy.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12849,NA,PMC3340357.nxml,10.1371/journal.pone.0036277,PLoS One,4,2012,None,Section title,," Previously, we reported that Wolbachia is capable of replicating within Anopheles cells in vitro and profoundly influences host gene expression [11], [12].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12850,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," In addition, the virus has been shown to induce low HI titers in chickens compared to other APMVs, which was taken as evidence of a low level of replication of this virus in chickens [26], [39].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12851,NA,PMC3338844.nxml,10.1371/journal.pone.0035468,PLoS One,3,2012,None,Section title,,"The key weakness of the present study is the pseudoreplication in the large plots [45], which reduced the reliability of our results.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12852,NA,PMC3341375.nxml,10.1371/journal.pone.0036369,PLoS One,3,2012,None,Section title,," Even though PAP is not expressed to a high degree in 293 T cells, it substantially suppresses HIV-1 production, suggesting that the protein has potential as an effective inhibitor of HIV-1 replication at low concentrations.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12853,NA,PMC3338786.nxml,10.1371/journal.pone.0035749,PLoS One,2,2012,None,Section title,," If this genus assignment happens to be consistent among bootstrap replicates, although it is erroneous, the confidence score will be high resulting in an incorrect assignment supported by a high confidence value.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12854,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Finally, we report that not only cell culture adapted Con1 genomes but also wild type Con1 replicons and full length genomes are stimulated by BAs.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
20797,NA,PMC4330902.nxml,10.7717/peerj.770,PeerJ,3,2015,None,PubMed DTD,1,"We replicated the frequently reported pattern of harm avoidance on the IGT across our sample as a whole (Maia & McClelland, 2004).",2167-8359,PeerJ,PEERJ,Multidisciplinary,,
20799,NA,PMC4330902.nxml,10.7717/peerj.770,PeerJ,3,2015,None,PubMed DTD,?, A close reading of prior findings indicates that this is likely a replication (Preston et al.,2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12857,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,,Using the intragenotypic chimeric infectious GT2a/2a chimera Jc1 we noted a moderate yet dose-dependent and reproducible stimulation of RNA-replication of this full length genome by BAs.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12858,NA,PMC3338789.nxml,10.1371/journal.pone.0035888,PLoS One,4,2012,None,Section title,,"g003Figure 3Counterselection for Self-targeting SpacersThe locations of the protospacers were mapped on both strands of the plasmid (43% and 57% on the (+) and (__ê) strand, respectively) and covered regions of the backbone and multiple cloning site (32%), origin of replication (40%) and the kanamycin resistance gene (24%) (Fig.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
20803,NA,PMC4338767.nxml,10.7717/peerj.775,PeerJ,5,2015,None,PubMed DTD,1,"These data replicate and considerably extend the results reported by Auchus, Kose & Allen (1993), who described a similar pattern based on an extreme groups analysis whereby the subset of participants who had the most distorted body image representation reported less rich imagery on the VVIQ, but that these groups did not differ in terms of their visual recall.",2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12860,NA,PMC3340368.nxml,10.1371/journal.pone.0035264,PLoS One,9,2012,None,Section title,," Re-entry into the cell cycle is often a precursor step to cell death [39], as well as non-proliferation associated DNA replication leading to aneuploidy [40].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12861,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,, Differences were observed in the replication of various APMVs between chickens and ducks.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12862,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Several APMV serotypes (APMV-3, -8, and -9) did not replicate in ducks, even though APMV-3 replicated well in chickens and the APMV-9 strain had been isolated from ducks.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12863,NA,PMC3338671.nxml,10.1371/journal.pone.0036238,PLoS One,5,2012,None,Section title,, Ubiquitination and deubiquitination of the nucleoprotein (NP) were also reported to regulate the replication of Influenza A virus RNA [36].,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12864,NA,PMC3338725.nxml,10.1371/journal.pone.0034604,PLoS One,6,2012,None,Section title,," Thus, the conclusion of the present study is that ERPV is a strain of ECTV; additional studies would be needed to confirm that replication of ERPV or any ECTV strain can occur in humans and establish whether there is a true association of ERPV with epidemic erythromelalgia in China.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12865,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,, Production of syncytia by APMV-3 and APMV-5 correlated with efficient multicycle replication in cell culture in the case of APMV-3 and a moderate level of replication in cell culture in the case of APMV-5.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12866,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,, In the future it will be interesting to find out if replication of viral genomes from different viral genotypes is also stimulated by BAs and by which mechanism and extent these compounds facilitate HCV RNA-replication.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12867,NA,PMC3338840.nxml,10.1371/journal.pone.0035437,PLoS One,5,2012,None,Section title,," The same pattern of improvement in quantity discrimination found in the Independent choice group was replicated also in the Local enhancement group, thus dogs who witnessed a person approaching and squatting down next to the plate but showing no communicative cues and no handling of the food, were able to improve their choice of the larger food quantity across trials.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12868,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Moreover, this stimulation of replication _„_ albeit moderate _„_ did not increase release of core protein.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12869,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,, This conclusion is based on our observation that JFH1-based GT2a replicons are susceptible to regulation by BAs provided their extraordinary efficient RNA-replication is reduced by genetic manipulation of the non-translated regions.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12870,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Considering that during bile duct obstructions serum levels of BAs ranging up to 400 ‘µM are reached [28], [29], endocrine functions of BAs may in these patients at least transiently modulate virus replication.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12871,NA,PMC3342322.nxml,10.1371/journal.pone.0035726,PLoS One,7,2012,None,Section title,, Our in vitro model includes osteoblasts with little or no osteocytic component and so does not replicate the complex context of cortical bone.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12872,NA,PMC3341378.nxml,10.1371/journal.pone.0033880,PLoS One,9,2012,None,Section title,," Whether the low replication of the latter viruses is due to reduced association of HA with sialylated receptors or a consequence of defective expression of the mutant NA, rather than its absence, is not evident from the available data.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12873,NA,PMC3338742.nxml,10.1371/journal.pone.0033963,PLoS One,11,2012,None,Section title,, Mesothelial cells can also migrate from the connective tissue to the peritoneal surface and replicating cells from the borders of denuded zones become mobilized and migrate to facilitate repair [32].,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12874,NA,PMC3343012.nxml,10.1371/journal.pone.0036493,PLoS One,3,2012,None,Section title,,C strain as an independent replicon without detectable rearrangements.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12875,NA,PMC3340363.nxml,10.1371/journal.pone.0036292,PLoS One,9,2012,None,Section title,," trachomatis, caspase-1activation contributes to the development of chlamydial infection [81], but caspase-1-dependent caspase-7 activation restricts Legionella pneumophila replication in macrophages and in mice [96].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12876,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,, The conclusion that not only GT1 but also GT2a replication is enhanced by BAs in cell culture is also supported by the increased replication of full length GT2a genomes both in a Huh-7-derived cell line as well as in an alternative HCV-permissive human hepatoblastoma cell line (HuH6).,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12877,NA,PMC3340357.nxml,10.1371/journal.pone.0036277,PLoS One,4,2012,None,Section title,, Host derived factors may therefore be absent which could be critical for Wolbachia replication.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12878,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,, This could be due to the host cells used by us expressing abundant lipoproteins and cell entry factors so that a subtle regulation of these factors by BAs may not be sufficient to have an impact on these steps of the HCV replication cycle.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12879,NA,PMC3338800.nxml,10.1371/journal.pone.0034007,PLoS One,4,2012,None,Section title,,"The dissimilarity of the insect endosymbiont Blochmannia floridanus may be due to this organism having an extremely reduced gene set, lacking enzymes for replication initiation, DNA repair, and transcriptional regulation [18], some of which may have homologues in eukaryotes.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12880,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Since both genomes carrying either the Con1 5_„_NTR or the X-tail replicate vigorously in transfected cells, we hypothesize that like for the parental GT2a replicon, the high replication efficiency masks the influence of BAs on these replicons.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12881,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," In contrast, similar to replication enhancing mutations which lower or even prevent secretion of HCV core protein from Con1-transfected cells [26], incubation with BAs slightly decrease core release [26].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12882,NA,PMC3342394.nxml,10.1371/journal.pone.0035506,PLoS One,7,2012,None,Section title,," Interestingly, they also found that IFN-•_ deficiency didn_„_t significantly alter myocardial inflammation during acute myocarditis at day 12 after CB3 infection, although which reduced viral replication in the heart [27], [28].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12883,NA,PMC3342328.nxml,10.1371/journal.pone.0036018,PLoS One,3,2012,None,Section title,," However, DNA damages can also occur during the replication process, leading to additional mutations not considered in this model.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12884,NA,PMC3342283.nxml,10.1371/journal.pone.0035414,PLoS One,22,2012,None,Section title,," However, in vitro studies of the neuronal response to exogenous A•_ peptides do not replicate the neuronal exposure to endogenous A•_ trafficking inside vesicles and vacuoles of lysosomal pathway.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12885,NA,PMC3340400.nxml,10.1371/journal.pone.0035876,PLoS One,10,2012,None,Section title,,Influenza viruses usually replicate in the tracheao-bronchial epithelium [38]_„_[40].,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12886,NA,PMC3338696.nxml,10.1371/journal.pone.0036224,PLoS One,13,2012,None,Section title,," Finally, a major problem in genetic association studies of complex disease is the inconsistency of replication due to small sample size.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12887,NA,PMC3340346.nxml,10.1371/journal.pone.0036288,PLoS One,8,2012,None,Section title,," On the one hand, a crowded physiological environment could play an exacerbating role in the pathogenesis of neurodegenerative diseases by accelerating amyloidogenic protein misfolding and inducing human prion fibril fragmentation which is considered to be an essential step in prion replication [45].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
21211,NA,PMC4338767.nxml,10.7717/peerj.775,PeerJ,5,2015,None,PubMed DTD,?," The current results therefore substantively strengthen our understanding of the role of both visual imagery and memory in body imagery, firstly by convincingly replicating (with a larger sample and more appropriate analysis, therefore obtaining more satisfactory statistical evidence) the link between self-reported visual imagery (VVIQ) and BD, and secondly by establishing a link between short-term visual retention (VPT) and BD; this latter outcome is entirely novel.",2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12889,NA,PMC3338609.nxml,10.1371/journal.pone.0036192,PLoS One,15,2012,None,Section title,," Therefore, it seems that high levels of plasma antibodies are required to suppress virus replication until host immune responses are sufficiently induced.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12890,NA,PMC3338808.nxml,10.1371/journal.pone.0035871,PLoS One,6,2012,None,Section title,," These effectors could be involved in modifying the apoplast into a replication-permissive niche, where a full colony can develop, rather than in early suppression of plant defences.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12891,NA,PMC3338819.nxml,10.1371/journal.pone.0034833,PLoS One,16,2012,None,Section title,," [15], [25], [26] An optimized plasmid was developed by using a high-copy number pMB1 plasmid replication origin element, incorporating a mini-CMV promoter (not tumor selective), and removing unnecessary plasmid backbone sequences to keep the plasmid size to a minimum.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12892,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,,"DNA replication and regulationORFs assigned to the DNA replication and regulation cluster account for more than half of all those encoded by –_B124-14 but constitute only 35% of the phage genome (Figure 2A,D).",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12893,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Previous reports have highlighted that at least replication of GT1 subgenomic replicons was increased by high doses of BAs [7], [17].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12894,NA,PMC3341384.nxml,10.1371/journal.pone.0035977,PLoS One,4,2012,None,Section title,," Genes in bicluster 2485 were linked to telomere organization, ncRNA metabolism and DNA replication.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12895,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,," TS is a ubiquitous enzyme in bacteria that catalyzes the formation of deoxythymidine 5_„_-monophosphate (dTMP) from deoxyuridine 5_„_-monophosphate (dUMP), which is essential for dTTP synthesis and DNA replication [45].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12896,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,, Although lytic replication of –_B124-14 appears to be confined to only a few closely related strains of B.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12897,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,," Overall, any enhancement in host survival ability and replication rate is also of obvious benefit to bacteriophage, since facilitating survival and replication of host bacteria will contribute directly to phage survival.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12898,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Therefore, in this study, we evaluated in vitro and in vivo replication and pathogenicity of APMVs in chickens and their in vivo replication and pathogenicity in ducks and characterized differences in their tropisms, including neurotropism in chickens.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
21050,NA,PMC4338795.nxml,10.7717/peerj.778,PeerJ,4,2015,None,PubMed DTD,1, Some of them may represent false positives; others may have just been ignored by replication studies due to lack of biological appeal with regard to further analysis.,2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12900,NA,PMC3341362.nxml,10.1371/journal.pone.0036506,PLoS One,8,2012,None,Section title,," This suggests that the virus infection may be restricted at early stages of virus replication cycle, such as adsorption and/or virus uncoating.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12901,NA,PMC3340357.nxml,10.1371/journal.pone.0036277,PLoS One,4,2012,None,Section title,, The lack of an active cell cycle may be a reason for the observed lack of replication in cultured ovaries.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12902,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Thus, although APMV-5 bears a furin cleavage site and can cause 100% mortality in budgerigars [25], it was completely avirulent and replicated inefficiently in chickens.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12903,NA,PMC3338609.nxml,10.1371/journal.pone.0036192,PLoS One,15,2012,None,Section title,," Since both MAbs used in this study do not bind sGP dimers [15], this observation is likely due to uncontrolled virus replication leading to production of large quantities of the shed trimeric glycoprotein functioning as antibody decoy in the blood.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12904,NA,PMC3340349.nxml,10.1371/journal.pone.0036149,PLoS One,5,2012,None,Section title,," Typhimurium displayed defective invasion of epithelial cells, was reduced in intracellular survival/replication compared to the wt and was attenuated in the mouse model of typhoid fever.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
20950,NA,PMC4349147.nxml,10.7717/peerj.799,PeerJ,7,2015,None,PubMed DTD,1," An alternative approach to decipher the present observation would be to replicate this study in newborns or children with sickle cell disease recruited during the first year of life, before the expected mortality.",2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12906,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," Importantly, we reduced RNA-replication of these replicons by manipulating viral non-coding regions to rule out that non-GT2a proteins may confer regulation by BAs to these chimeric genomes.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12907,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,," However, efforts to show a broader cross-genotype regulation of HCV replication by bile acids failed since except for GT2a no alternative and robust cell based HCV replication systems are available.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12908,NA,PMC3338759.nxml,10.1371/journal.pone.0035902,PLoS One,8,2012,None,Section title,, We also demonstrated that IFN-•_3 appeared to be more potent in inhibiting HIV replication in macrophages than IFN-•_1 or IFN-•_2 (Fig.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12909,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Interestingly, the level of replication of APMV-5 in cell culture was very similar to that of APMV-2, which lacks a furin motif (KPASR___F), does not form syncytia, and whose replication and lack of ability to form syncytia are independent of exogenous protease.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12910,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," Although APMV-5 contains the greatest number of basic residues for any of the APMV except for some strains of APMV-1, its replication in DF1 cells was much less efficient compared to APMV-1 and -3.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12911,NA,PMC3342328.nxml,10.1371/journal.pone.0036018,PLoS One,3,2012,None,Section title,," Incorporating replication damages, senescence, and cancer into the model may provide new knowledge of the development of ageing and the connection between ageing and cancer.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12912,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,,"Direct comparison of –_B124-14 and –_B40-8 complete genome nucleotide sequences using the Artemis Comparison Tool (ACT; [58]) (Figure 5A), as well as ORF-by-ORF comparison of translated amino acid sequences (Figure 5B) revealed significant homology over large areas of the phage genomes, encompassing regions believed to be involved in structure and packaging, DNA replication and regulation, and lysis, with a general conservation in gene architecture and organisation evident (Figure 5).",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12913,NA,PMC3341372.nxml,10.1371/journal.pone.0036323,PLoS One,6,2012,None,Section title,," Specifically, the qPCR data (RQ and NRQ scale) are nonlinear, and they typically suffer from a heterogeneity of variance across biological replicates, both within treatments and across treatments, which can usually be accounted for applying a log transformation [14], [44].",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12914,NA,PMC3341362.nxml,10.1371/journal.pone.0036506,PLoS One,8,2012,None,Section title,, DelNS1 viruses armed with genes encoding for cytokines including IL-2 and IL-24 as well as chemokine CCL20 were shown to replicate in the African green monkey kidney cell line Vero and to produce the respective proteins [11].,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12915,NA,PMC3340357.nxml,10.1371/journal.pone.0036277,PLoS One,4,2012,None,Section title,," aegypti ovaries significantly increased the titer, suggesting for this species that host degradation is responsible for the increase in Wolbachia density over time, rather than replication of the bacteria in the germline tissue.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
20891,NA,PMC4393815.nxml,10.7717/peerj.891,PeerJ,2,2015,None,PubMed DTD,1," The positive effect of resistance training on personal accomplishment and the psychological distress reducing effects of cardiovascular exercise are exciting extensions of the current literature which, if replicated, can support health and fitness professionals in developing exercise programs for optimal physical and psychological health.",2167-8359,PeerJ,PEERJ,Multidisciplinary,,
12917,NA,PMC3338857.nxml,10.1371/journal.pone.0036029,PLoS One,7,2012,None,Section title,, In this regard the moderate stimulatory effect of BAs on replication of wild type full length HCV genomes may facilitate the identification of novel primary isolates that are replication competent in cell culture.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12918,NA,PMC3342282.nxml,10.1371/journal.pone.0032442,PLoS One,5,2012,None,Section title,," For serious consideration as a valid and established alternative monitoring system, broader large-scale trials, including additional sampling sites and replicate samples from each site, will be necessary.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12919,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,," However, APMV-3 appears to be an exception, since it lacks a furin site and is dependent on added protease in cell culture and thus presumably dependent on secreted protease in vivo, yet it replicated efficiently in the chick brains and neutronal cells in vitro.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12920,NA,PMC3338759.nxml,10.1371/journal.pone.0035902,PLoS One,8,2012,None,Section title,, Our studies showed that IFN-•_3 through multiple mechanisms suppressed HIV infection and replication.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12921,NA,PMC3338759.nxml,10.1371/journal.pone.0035902,PLoS One,8,2012,None,Section title,," The presence of IFN-•_3 in the cultures is necessary to maintain HIV suppression, as the withdrawal of IFN-•_3 from the cultures resulted in a rebound of viral replication (Fig.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12922,NA,PMC3338759.nxml,10.1371/journal.pone.0035902,PLoS One,8,2012,None,Section title,," These anti-HIV mechanisms of the IFN-•_3 action offer an attractive alternative for HIV treatment, as it would be extremely difficult for HIV to develop resistance to the IFN-•_3 actions that suppress virus at various steps of its replication in the context of host cell innate immunity.",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12923,NA,PMC3342239.nxml,10.1371/journal.pone.0036503,PLoS One,10,2012,None,Section title,,"As a function of time, we then measured cell size and the percentage of budded cells (budding correlates with initiation of DNA replication in yeast [1]).",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12924,NA,PMC3338817.nxml,10.1371/journal.pone.0035053,PLoS One,9,2012,None,Section title,," Based on gene architecture, putative transcriptional coupling, and the functional assignments of ORFs, the –_B124-14 genome also exhibits a modular organisation with functional gene clusters related to packaging, capsid structure and assembly, as well as DNA replication and regulation, and host lysis (Figure 2A,B; Table S2).",1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
12925,NA,PMC3340391.nxml,10.1371/journal.pone.0034927,PLoS One,5,2012,None,Section title,, Further characterization of virus replication and pathogenicity using reverse genetics will enhance our understanding of overall APMV pathogenesis.,1932-6203,PLoS One,PLOS ONE,Multidisciplinary,,
